LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Descriptions
ZAF,SUICIDE,TOT,SUM,PER,A,eighteen,0.6,http://countrystudies.us/south-africa/89.htm. The fluctuating rate of suicide rates may be due to these events: 1952 - Interracial violence flares. Black Defiance Campaign leaders convicted of "statutory communism." 1962 - UN General Assembly calls for sanctions against South Africa. Nelson Mandela was sentenced to five years in prison for inciting unrest. 1976 - Worst racial violence in history in Soweto; 575 reported dead. 1986 - Military attacks on ANC. 1993 - Political violence surges. US citizen Amy Biehl killed in township unrest. ANC acknowledges human rights' abuses,
TUR,SUICIDE,TOT,SUM,PER,A,ten,2.4,
TUR,SUICIDE,TOT,SUM,PER,A,eleven,1.8,
TUR,SUICIDE,TOT,SUM,PER,A,twelve,2.2,
TUR,SUICIDE,TOT,SUM,PER,A,thirteen,2.7,
TUR,SUICIDE,TOT,SUM,PER,A,fourteen,2.3,
TUR,SUICIDE,TOT,SUM,PER,A,fifteen,2.2,
TUR,SUICIDE,TOT,SUM,PER,A,sixteen,2.6,
TUR,SUICIDE,TOT,SUM,PER,A,nineteen,4.4,https://www.ducksters.com/geography/country/turkey_history_timeline.php. The fluctuating rate of suicide rates may be due to these events: 1960 - The army stages a coup of the government. 1974 - Turkey invades Cyprus. 1980 - Another coup takes place and martial law is established for a period. 1999 - A 7.4 magnitude earthquake kills around 17000 people. 2005 - Turkey begins negotiations in an effort to join the European Union,
COL,SUICIDE,TOT,SUM,PER,A,sixty,4.1,
COL,SUICIDE,TOT,SUM,PER,A,sixtyOne,5.4,
COL,SUICIDE,TOT,SUM,PER,A,sixtyTwo,6.3,
COL,SUICIDE,TOT,SUM,PER,A,sixtyThree,6,
COL,SUICIDE,TOT,SUM,PER,A,sixtyFour,6.3,
COL,SUICIDE,TOT,SUM,PER,A,sixtyFive,9.3,
COL,SUICIDE,TOT,SUM,PER,A,sixtySix,7.6,
COL,SUICIDE,TOT,SUM,PER,A,sixtySeven,8.8,
COL,SUICIDE,TOT,SUM,PER,A,sixtyEight,5.6,
COL,SUICIDE,TOT,SUM,PER,A,sixtyNine,4.6,
COL,SUICIDE,TOT,SUM,PER,A,seventyTwo,5,
COL,SUICIDE,TOT,SUM,PER,A,seventyFour,5.1,
COL,SUICIDE,TOT,SUM,PER,A,seventyFive,5.1,
COL,SUICIDE,TOT,SUM,PER,A,seventySix,4.9,
COL,SUICIDE,TOT,SUM,PER,A,seventySeven,4.2,
COL,SUICIDE,TOT,SUM,PER,A,eightyFour,5.3,
COL,SUICIDE,TOT,SUM,PER,A,eightyFive,5,
COL,SUICIDE,TOT,SUM,PER,A,eightySix,4.7,
COL,SUICIDE,TOT,SUM,PER,A,ninety,3.6,
COL,SUICIDE,TOT,SUM,PER,A,ninetyOne,3.7,
COL,SUICIDE,TOT,SUM,PER,A,ninetyTwo,4.1,
COL,SUICIDE,TOT,SUM,PER,A,ninetyThree,4.2,
COL,SUICIDE,TOT,SUM,PER,A,ninetyFour,4.5,
COL,SUICIDE,TOT,SUM,PER,A,ninetyFive,4.2,
COL,SUICIDE,TOT,SUM,PER,A,ninetySix,4.3,
COL,SUICIDE,TOT,SUM,PER,A,ninetySeven,4.1,
COL,SUICIDE,TOT,SUM,PER,A,ninetyEight,6.9,
COL,SUICIDE,TOT,SUM,PER,A,ninetyNine,6.5,
COL,SUICIDE,TOT,SUM,PER,A,zero,6.8,
COL,SUICIDE,TOT,SUM,PER,A,one,6.8,
COL,SUICIDE,TOT,SUM,PER,A,two,6.3,
COL,SUICIDE,TOT,SUM,PER,A,three,6.1,
COL,SUICIDE,TOT,SUM,PER,A,four,6.3,
COL,SUICIDE,TOT,SUM,PER,A,five,5.8,
COL,SUICIDE,TOT,SUM,PER,A,six,5.7,
COL,SUICIDE,TOT,SUM,PER,A,seven,5.5,
COL,SUICIDE,TOT,SUM,PER,A,eight,5.5,
COL,SUICIDE,TOT,SUM,PER,A,nine,5.5,
COL,SUICIDE,TOT,SUM,PER,A,ten,5,
COL,SUICIDE,TOT,SUM,PER,A,eleven,4.8,
COL,SUICIDE,TOT,SUM,PER,A,twelve,4.9,
COL,SUICIDE,TOT,SUM,PER,A,thirteen,4.7,
COL,SUICIDE,TOT,SUM,PER,A,fourteen,4.9,
COL,SUICIDE,TOT,SUM,PER,A,fifteen,5.3,
COL,SUICIDE,TOT,SUM,PER,A,sixteen,5.4,
COL,SUICIDE,TOT,SUM,PER,A,seventeen,5.7,
COL,SUICIDE,TOT,SUM,PER,A,eighteen,6,
COL,SUICIDE,TOT,SUM,PER,A,nineteen,5.9,timelines.ws/countries/COLOMBIA.HTML. The fluctuating rate of suicide rates may be due to these events: 1962 - The Revolutionary Armed Forces of Colombia began guerilla action. 1978 - In Colombia Hector Jose Buitrago (32) founded a criminal band called the Butragueno. It later became the Self-Defense Forces of ACC. 1983 - A 5.4 earthquake hit and killed about 250 people and left some 1500 injured. 1991 - The homicide rate in Medellin peaked at 381 per 100000 people. By 2014 it had dropped to fewer than 50 per 100000. 2000 - Gunmen killed at least 17 people in 2 massacres at Cienega and Buenaventura. 2010 - Suspected leftist rebels killed 14 police officers and wounded seven in an ambush of a five-truck convoy,
LVA,SUICIDE,TOT,SUM,PER,A,eighty,35.2,
LVA,SUICIDE,TOT,SUM,PER,A,eightyOne,35.8,
LVA,SUICIDE,TOT,SUM,PER,A,eightyTwo,37.5,
LVA,SUICIDE,TOT,SUM,PER,A,eightyThree,36,
LVA,SUICIDE,TOT,SUM,PER,A,eightyFour,37,
LVA,SUICIDE,TOT,SUM,PER,A,eightyFive,31.9,
LVA,SUICIDE,TOT,SUM,PER,A,eightySix,27.4,
LVA,SUICIDE,TOT,SUM,PER,A,eightySeven,25.9,
LVA,SUICIDE,TOT,SUM,PER,A,eightyEight,25.2,
LVA,SUICIDE,TOT,SUM,PER,A,eightyNine,28.5,
LVA,SUICIDE,TOT,SUM,PER,A,ninety,28.4,
LVA,SUICIDE,TOT,SUM,PER,A,ninetyOne,30.7,
LVA,SUICIDE,TOT,SUM,PER,A,ninetyTwo,37.6,
LVA,SUICIDE,TOT,SUM,PER,A,ninetyThree,45.2,
LVA,SUICIDE,TOT,SUM,PER,A,ninetyFour,42.9,
LVA,SUICIDE,TOT,SUM,PER,A,ninetyFive,43.1,
LVA,SUICIDE,TOT,SUM,PER,A,ninetySix,38.9,
LVA,SUICIDE,TOT,SUM,PER,A,ninetySeven,37.6,
LVA,SUICIDE,TOT,SUM,PER,A,ninetyEight,35.6,
LVA,SUICIDE,TOT,SUM,PER,A,ninetyNine,32.7,
LVA,SUICIDE,TOT,SUM,PER,A,zero,33.8,
LVA,SUICIDE,TOT,SUM,PER,A,one,30.9,
LVA,SUICIDE,TOT,SUM,PER,A,two,29.7,
LVA,SUICIDE,TOT,SUM,PER,A,three,26.7,
LVA,SUICIDE,TOT,SUM,PER,A,four,24.8,
LVA,SUICIDE,TOT,SUM,PER,A,five,25.1,
LVA,SUICIDE,TOT,SUM,PER,A,six,21.6,
LVA,SUICIDE,TOT,SUM,PER,A,seven,20.4,
LVA,SUICIDE,TOT,SUM,PER,A,eight,23.7,
LVA,SUICIDE,TOT,SUM,PER,A,nine,23.6,
LVA,SUICIDE,TOT,SUM,PER,A,ten,20.1,
LVA,SUICIDE,TOT,SUM,PER,A,eleven,20.5,
LVA,SUICIDE,TOT,SUM,PER,A,twelve,20.9,
LVA,SUICIDE,TOT,SUM,PER,A,thirteen,18.2,
LVA,SUICIDE,TOT,SUM,PER,A,fourteen,18.4,
LVA,SUICIDE,TOT,SUM,PER,A,fifteen,18.6,
LVA,SUICIDE,TOT,SUM,PER,A,sixteen,17.7,
LVA,SUICIDE,TOT,SUM,PER,A,seventeen,17.3,
LVA,SUICIDE,TOT,SUM,PER,A,eighteen,14.7,
LVA,SUICIDE,TOT,SUM,PER,A,nineteen,14.4,
LVA,SUICIDE,TOT,SUM,PER,A,twenty,14.9,https://daattravel.com/resources/latvia/timeline/. The fluctuating rate of suicide rates may be due to these events: 1959 - Many Russians move to Latvia; Russian language officially favored. Jewish population increases to 36000 with arrival of some Russian Jews. Economy based on machine-manufacturing for Soviets. 1989 - Hands Across the Baltics: Non-violent independence protests. 1991 - Communist rule in USSR collapses. Latvia declares independence. Democratic government confronted with significant economic problems. 2009 - Severe recession temporarily interrupts period of rapid economic growth,
LTU,SUICIDE,TOT,SUM,PER,A,eightyOne,37.4,
LTU,SUICIDE,TOT,SUM,PER,A,eightyTwo,37.8,
LTU,SUICIDE,TOT,SUM,PER,A,eightyFour,37.8,
LTU,SUICIDE,TOT,SUM,PER,A,eightySix,28.6,
LTU,SUICIDE,TOT,SUM,PER,A,eightySeven,32.8,
LTU,SUICIDE,TOT,SUM,PER,A,eightyEight,29.7,
LTU,SUICIDE,TOT,SUM,PER,A,eightyNine,30.1,
LTU,SUICIDE,TOT,SUM,PER,A,ninety,29.3,
LTU,SUICIDE,TOT,SUM,PER,A,ninetyOne,33.9,
LTU,SUICIDE,TOT,SUM,PER,A,ninetyTwo,38.9,
LTU,SUICIDE,TOT,SUM,PER,A,ninetyThree,47,
LTU,SUICIDE,TOT,SUM,PER,A,ninetyFour,50.8,
LTU,SUICIDE,TOT,SUM,PER,A,ninetyFive,51.1,
LTU,SUICIDE,TOT,SUM,PER,A,ninetySix,52,
LTU,SUICIDE,TOT,SUM,PER,A,ninetySeven,48.8,
LTU,SUICIDE,TOT,SUM,PER,A,ninetyEight,47.3,
LTU,SUICIDE,TOT,SUM,PER,A,ninetyNine,46.8,
LTU,SUICIDE,TOT,SUM,PER,A,zero,49.3,
LTU,SUICIDE,TOT,SUM,PER,A,one,46.7,
LTU,SUICIDE,TOT,SUM,PER,A,two,46.8,
LTU,SUICIDE,TOT,SUM,PER,A,three,43.8,
LTU,SUICIDE,TOT,SUM,PER,A,four,41.9,
LTU,SUICIDE,TOT,SUM,PER,A,five,40.3,
LTU,SUICIDE,TOT,SUM,PER,A,six,32,
LTU,SUICIDE,TOT,SUM,PER,A,seven,31.6,
LTU,SUICIDE,TOT,SUM,PER,A,eight,34.3,
LTU,SUICIDE,TOT,SUM,PER,A,nine,35.1,
LTU,SUICIDE,TOT,SUM,PER,A,ten,32.2,
LTU,SUICIDE,TOT,SUM,PER,A,eleven,32.9,
LTU,SUICIDE,TOT,SUM,PER,A,twelve,30.1,
LTU,SUICIDE,TOT,SUM,PER,A,thirteen,35.4,
LTU,SUICIDE,TOT,SUM,PER,A,fourteen,30.4,
LTU,SUICIDE,TOT,SUM,PER,A,fifteen,29.6,
LTU,SUICIDE,TOT,SUM,PER,A,sixteen,27.3,
LTU,SUICIDE,TOT,SUM,PER,A,seventeen,25,
LTU,SUICIDE,TOT,SUM,PER,A,eighteen,22.9,
LTU,SUICIDE,TOT,SUM,PER,A,nineteen,22.2,
LTU,SUICIDE,TOT,SUM,PER,A,twenty,20.3,https://daattravel.com/resources/lithuania/timeline/. The fluctuating rate of suicide rates may be due to these events: 1970 Soviet-planned urbanization. Half of the country lives in towns. 1987 USSR under Gorbachev permits greater Lithuanian freedom of expression. Lithuania at heart of push for independence from USSR. 1995 Independence blues: 1000 % inflation. Lithuanian President visits Israel to apologize for country’s role in Holocaust. 2009 Economy badly affected by global economic crisis,
CRI,SUICIDE,TOT,SUM,PER,A,sixtyOne,5.4,
CRI,SUICIDE,TOT,SUM,PER,A,sixtyTwo,4.4,
CRI,SUICIDE,TOT,SUM,PER,A,sixtyThree,6.4,
CRI,SUICIDE,TOT,SUM,PER,A,sixtyFour,5.7,
CRI,SUICIDE,TOT,SUM,PER,A,sixtyFive,3.9,
CRI,SUICIDE,TOT,SUM,PER,A,sixtySix,5.5,
CRI,SUICIDE,TOT,SUM,PER,A,sixtySeven,6.2,
CRI,SUICIDE,TOT,SUM,PER,A,sixtyEight,4.4,
CRI,SUICIDE,TOT,SUM,PER,A,sixtyNine,4.7,
CRI,SUICIDE,TOT,SUM,PER,A,seventy,4.2,
CRI,SUICIDE,TOT,SUM,PER,A,seventyOne,5.6,
CRI,SUICIDE,TOT,SUM,PER,A,seventyTwo,4.9,
CRI,SUICIDE,TOT,SUM,PER,A,seventyThree,5.1,
CRI,SUICIDE,TOT,SUM,PER,A,seventyFour,5.3,
CRI,SUICIDE,TOT,SUM,PER,A,seventyFive,6.2,
CRI,SUICIDE,TOT,SUM,PER,A,seventySix,8.9,
CRI,SUICIDE,TOT,SUM,PER,A,seventySeven,6.1,
CRI,SUICIDE,TOT,SUM,PER,A,seventyEight,5.4,
CRI,SUICIDE,TOT,SUM,PER,A,seventyNine,5.4,
CRI,SUICIDE,TOT,SUM,PER,A,eighty,7.5,
CRI,SUICIDE,TOT,SUM,PER,A,eightyOne,5.3,
CRI,SUICIDE,TOT,SUM,PER,A,eightyTwo,5.9,
CRI,SUICIDE,TOT,SUM,PER,A,eightyThree,7.3,
CRI,SUICIDE,TOT,SUM,PER,A,eightyFour,6.6,
CRI,SUICIDE,TOT,SUM,PER,A,eightySix,7.5,
CRI,SUICIDE,TOT,SUM,PER,A,eightySeven,6.2,
CRI,SUICIDE,TOT,SUM,PER,A,eightyEight,8.8,
CRI,SUICIDE,TOT,SUM,PER,A,eightyNine,8,
CRI,SUICIDE,TOT,SUM,PER,A,ninety,7.6,
CRI,SUICIDE,TOT,SUM,PER,A,ninetyOne,6.6,
CRI,SUICIDE,TOT,SUM,PER,A,ninetyTwo,7.1,
CRI,SUICIDE,TOT,SUM,PER,A,ninetyThree,7.5,
CRI,SUICIDE,TOT,SUM,PER,A,ninetyFour,6.9,
CRI,SUICIDE,TOT,SUM,PER,A,ninetyFive,7.4,
CRI,SUICIDE,TOT,SUM,PER,A,ninetySix,7,
CRI,SUICIDE,TOT,SUM,PER,A,ninetySeven,6.3,
CRI,SUICIDE,TOT,SUM,PER,A,ninetyEight,7.1,
CRI,SUICIDE,TOT,SUM,PER,A,ninetyNine,7.1,
CRI,SUICIDE,TOT,SUM,PER,A,zero,7.5,
CRI,SUICIDE,TOT,SUM,PER,A,one,6.7,
CRI,SUICIDE,TOT,SUM,PER,A,two,8.2,
CRI,SUICIDE,TOT,SUM,PER,A,three,9,
CRI,SUICIDE,TOT,SUM,PER,A,four,8.9,
CRI,SUICIDE,TOT,SUM,PER,A,five,7.3,
CRI,SUICIDE,TOT,SUM,PER,A,six,8.7,
CRI,SUICIDE,TOT,SUM,PER,A,seven,6.4,
CRI,SUICIDE,TOT,SUM,PER,A,eight,6.4,
CRI,SUICIDE,TOT,SUM,PER,A,nine,6.6,
CRI,SUICIDE,TOT,SUM,PER,A,ten,7.2,
CRI,SUICIDE,TOT,SUM,PER,A,eleven,7.2,
CRI,SUICIDE,TOT,SUM,PER,A,twelve,6.8,
CRI,SUICIDE,TOT,SUM,PER,A,thirteen,7.1,
CRI,SUICIDE,TOT,SUM,PER,A,fourteen,5.9,
CRI,SUICIDE,TOT,SUM,PER,A,fifteen,6.7,
CRI,SUICIDE,TOT,SUM,PER,A,sixteen,7,
CRI,SUICIDE,TOT,SUM,PER,A,seventeen,5.7,
CRI,SUICIDE,TOT,SUM,PER,A,eighteen,7.9,
CRI,SUICIDE,TOT,SUM,PER,A,nineteen,7.8,
CRI,SUICIDE,TOT,SUM,PER,A,twenty,7,https://www.bbc.com/news/world-latin-america-19414834. The fluctuating rate of suicide rates may be due to these events: 1963-64 - Irazu volcano eruption causes serious damage to agriculture. 1968 - Arenal volcano eruption causing many casualties. 1978 - Rodrigo Carazo elected president amid a sharp deterioration in the economy. 1985 - US-trained anti-guerrilla force begins operating following clashes with Sandinista troops. 2004 October - Mounting concern over corruption as three former presidents are investigated over contractor payments,
ARG,SUICIDE,TOT,SUM,PER,A,sixtySix,10.5,
ARG,SUICIDE,TOT,SUM,PER,A,sixtySeven,12.5,
ARG,SUICIDE,TOT,SUM,PER,A,sixtyEight,14.1,
ARG,SUICIDE,TOT,SUM,PER,A,sixtyNine,13.9,
ARG,SUICIDE,TOT,SUM,PER,A,seventy,13.3,
ARG,SUICIDE,TOT,SUM,PER,A,seventySeven,9.9,
ARG,SUICIDE,TOT,SUM,PER,A,seventyEight,10.4,
ARG,SUICIDE,TOT,SUM,PER,A,seventyNine,9.3,
ARG,SUICIDE,TOT,SUM,PER,A,eightyTwo,9.9,
ARG,SUICIDE,TOT,SUM,PER,A,eightyThree,9.1,
ARG,SUICIDE,TOT,SUM,PER,A,eightyFour,9,
ARG,SUICIDE,TOT,SUM,PER,A,eightyFive,9.7,
ARG,SUICIDE,TOT,SUM,PER,A,eightySix,10.8,
ARG,SUICIDE,TOT,SUM,PER,A,eightySeven,10.7,
ARG,SUICIDE,TOT,SUM,PER,A,eightyEight,10.4,
ARG,SUICIDE,TOT,SUM,PER,A,eightyNine,9.9,
ARG,SUICIDE,TOT,SUM,PER,A,ninety,9.3,
ARG,SUICIDE,TOT,SUM,PER,A,ninetyOne,8.2,
ARG,SUICIDE,TOT,SUM,PER,A,ninetyTwo,9,
ARG,SUICIDE,TOT,SUM,PER,A,ninetyThree,9.3,
ARG,SUICIDE,TOT,SUM,PER,A,ninetyFour,8.7,
ARG,SUICIDE,TOT,SUM,PER,A,ninetyFive,8.4,
ARG,SUICIDE,TOT,SUM,PER,A,ninetySix,8.4,
ARG,SUICIDE,TOT,SUM,PER,A,ninetySeven,8.1,
ARG,SUICIDE,TOT,SUM,PER,A,ninetyEight,8.4,
ARG,SUICIDE,TOT,SUM,PER,A,ninetyNine,8.4,
ARG,SUICIDE,TOT,SUM,PER,A,zero,9.4,
ARG,SUICIDE,TOT,SUM,PER,A,one,10.3,
ARG,SUICIDE,TOT,SUM,PER,A,two,10.1,
ARG,SUICIDE,TOT,SUM,PER,A,three,10.3,
ARG,SUICIDE,TOT,SUM,PER,A,four,9.4,
ARG,SUICIDE,TOT,SUM,PER,A,five,9.1,
ARG,SUICIDE,TOT,SUM,PER,A,six,8.9,
ARG,SUICIDE,TOT,SUM,PER,A,seven,8.3,
ARG,SUICIDE,TOT,SUM,PER,A,eight,8.5,
ARG,SUICIDE,TOT,SUM,PER,A,nine,7.9,
ARG,SUICIDE,TOT,SUM,PER,A,ten,7.9,
ARG,SUICIDE,TOT,SUM,PER,A,eleven,7.6,
ARG,SUICIDE,TOT,SUM,PER,A,twelve,8.4,
ARG,SUICIDE,TOT,SUM,PER,A,thirteen,7.6,
ARG,SUICIDE,TOT,SUM,PER,A,fourteen,8.1,
ARG,SUICIDE,TOT,SUM,PER,A,fifteen,7.9,
ARG,SUICIDE,TOT,SUM,PER,A,sixteen,7.6,
ARG,SUICIDE,TOT,SUM,PER,A,seventeen,7.8,
ARG,SUICIDE,TOT,SUM,PER,A,eighteen,8,
ARG,SUICIDE,TOT,SUM,PER,A,nineteen,7.8,https://www.ducksters.com/geography/country/argentina_history_timeline.php. The fluctuating rate of suicide rates may be due to these events: 1955 - Argentina goes through a period of military rule and weak governments. 1976 - The military takes over the government and removes Isabel from office. The Dirty War begins where any suspected opponents to the government are jailed or killed. 1982 - The Falkland War occurs as Argentina invades the British Falkland Islands. British armed forces quickly take back control under the orders of Margaret Thatcher. 2013 - Pope Francis is named the first pope from the Americas,
BGR,SUICIDE,TOT,SUM,PER,A,sixtyFour,12.8,
BGR,SUICIDE,TOT,SUM,PER,A,sixtyFive,12.7,
BGR,SUICIDE,TOT,SUM,PER,A,sixtySix,14.4,
BGR,SUICIDE,TOT,SUM,PER,A,sixtySeven,14,
BGR,SUICIDE,TOT,SUM,PER,A,sixtyEight,13.6,
BGR,SUICIDE,TOT,SUM,PER,A,sixtyNine,15.5,
BGR,SUICIDE,TOT,SUM,PER,A,seventy,16.1,
BGR,SUICIDE,TOT,SUM,PER,A,seventyOne,16.5,
BGR,SUICIDE,TOT,SUM,PER,A,seventyTwo,15.4,
BGR,SUICIDE,TOT,SUM,PER,A,seventyThree,15.1,
BGR,SUICIDE,TOT,SUM,PER,A,seventyFour,16.5,
BGR,SUICIDE,TOT,SUM,PER,A,seventyFive,16.7,
BGR,SUICIDE,TOT,SUM,PER,A,seventySix,17.7,
BGR,SUICIDE,TOT,SUM,PER,A,seventySeven,18.1,
BGR,SUICIDE,TOT,SUM,PER,A,seventyEight,17.1,
BGR,SUICIDE,TOT,SUM,PER,A,seventyNine,17.5,
BGR,SUICIDE,TOT,SUM,PER,A,eighty,16.6,
BGR,SUICIDE,TOT,SUM,PER,A,eightyOne,16.3,
BGR,SUICIDE,TOT,SUM,PER,A,eightyTwo,18.3,
BGR,SUICIDE,TOT,SUM,PER,A,eightyThree,16,
BGR,SUICIDE,TOT,SUM,PER,A,eightyFour,20.1,
BGR,SUICIDE,TOT,SUM,PER,A,eightyFive,19.4,
BGR,SUICIDE,TOT,SUM,PER,A,eightySix,19,
BGR,SUICIDE,TOT,SUM,PER,A,eightySeven,19.8,
BGR,SUICIDE,TOT,SUM,PER,A,eightyEight,18.9,
BGR,SUICIDE,TOT,SUM,PER,A,eightyNine,19.2,
BGR,SUICIDE,TOT,SUM,PER,A,ninety,17.2,
BGR,SUICIDE,TOT,SUM,PER,A,ninetyOne,17.7,
BGR,SUICIDE,TOT,SUM,PER,A,ninetyTwo,20.2,
BGR,SUICIDE,TOT,SUM,PER,A,ninetyThree,18.9,
BGR,SUICIDE,TOT,SUM,PER,A,ninetyFour,19,
BGR,SUICIDE,TOT,SUM,PER,A,ninetyFive,18.4,
BGR,SUICIDE,TOT,SUM,PER,A,ninetySix,19.9,
BGR,SUICIDE,TOT,SUM,PER,A,ninetySeven,19,
BGR,SUICIDE,TOT,SUM,PER,A,ninetyEight,20.2,
BGR,SUICIDE,TOT,SUM,PER,A,ninetyNine,17,
BGR,SUICIDE,TOT,SUM,PER,A,zero,18,
BGR,SUICIDE,TOT,SUM,PER,A,one,16.9,
BGR,SUICIDE,TOT,SUM,PER,A,two,17.1,
BGR,SUICIDE,TOT,SUM,PER,A,three,14.3,
BGR,SUICIDE,TOT,SUM,PER,A,four,13,
BGR,SUICIDE,TOT,SUM,PER,A,five,12.6,
BGR,SUICIDE,TOT,SUM,PER,A,six,12.5,
BGR,SUICIDE,TOT,SUM,PER,A,seven,11.4,
BGR,SUICIDE,TOT,SUM,PER,A,eight,11.9,
BGR,SUICIDE,TOT,SUM,PER,A,nine,11,
BGR,SUICIDE,TOT,SUM,PER,A,ten,10.9,
BGR,SUICIDE,TOT,SUM,PER,A,eleven,9.8,
BGR,SUICIDE,TOT,SUM,PER,A,twelve,11.1,
BGR,SUICIDE,TOT,SUM,PER,A,thirteen,9.2,
BGR,SUICIDE,TOT,SUM,PER,A,fourteen,9.2,
BGR,SUICIDE,TOT,SUM,PER,A,fifteen,8.7,
BGR,SUICIDE,TOT,SUM,PER,A,sixteen,8.6,
BGR,SUICIDE,TOT,SUM,PER,A,seventeen,8.9,
BGR,SUICIDE,TOT,SUM,PER,A,eighteen,8.3,
BGR,SUICIDE,TOT,SUM,PER,A,nineteen,7.4,https://www.bbc.com/news/world-europe-17205431. The fluctuating rate of suicide rates may be due to these events: 1978 - Georgi Markov dies in London after apparently being injected with poison from the tip of an umbrella. 1984 - Zhivkov government tries to force Turkish minority to assimilate and take Slavic names. Many resist and in 1989 some 300000 flee the country. 1990 - Economic crisis. Communist Party reinvents itself as Bulgarian Socialist Party (BSP) and wins free parliamentary elections. 1997 - Mass protests over economic crisis. Opposition boycotts parliament and calls for elections. 2007 June - The European Commission calls on Bulgaria to do more to combat corruption,
HRV,SUICIDE,TOT,SUM,PER,A,eightyFour,25.3,
HRV,SUICIDE,TOT,SUM,PER,A,eightySix,24.8,
HRV,SUICIDE,TOT,SUM,PER,A,eightySeven,27,
HRV,SUICIDE,TOT,SUM,PER,A,eightyEight,26.4,
HRV,SUICIDE,TOT,SUM,PER,A,eightyNine,24.7,
HRV,SUICIDE,TOT,SUM,PER,A,ninety,27,
HRV,SUICIDE,TOT,SUM,PER,A,ninetyOne,25.2,
HRV,SUICIDE,TOT,SUM,PER,A,ninetyTwo,26.1,
HRV,SUICIDE,TOT,SUM,PER,A,ninetyThree,24.8,
HRV,SUICIDE,TOT,SUM,PER,A,ninetyFour,25.1,
HRV,SUICIDE,TOT,SUM,PER,A,ninetyFive,21.3,
HRV,SUICIDE,TOT,SUM,PER,A,ninetySix,24.9,
HRV,SUICIDE,TOT,SUM,PER,A,ninetySeven,23.3,
HRV,SUICIDE,TOT,SUM,PER,A,ninetyEight,25.7,
HRV,SUICIDE,TOT,SUM,PER,A,ninetyNine,24.2,
HRV,SUICIDE,TOT,SUM,PER,A,zero,24,
HRV,SUICIDE,TOT,SUM,PER,A,one,19.9,
HRV,SUICIDE,TOT,SUM,PER,A,two,20.2,
HRV,SUICIDE,TOT,SUM,PER,A,three,19.5,
HRV,SUICIDE,TOT,SUM,PER,A,four,19.7,
HRV,SUICIDE,TOT,SUM,PER,A,five,19.3,
HRV,SUICIDE,TOT,SUM,PER,A,six,17.6,
HRV,SUICIDE,TOT,SUM,PER,A,seven,17.1,
HRV,SUICIDE,TOT,SUM,PER,A,eight,17.6,
HRV,SUICIDE,TOT,SUM,PER,A,nine,17.3,
HRV,SUICIDE,TOT,SUM,PER,A,ten,16.9,
HRV,SUICIDE,TOT,SUM,PER,A,eleven,15.1,
HRV,SUICIDE,TOT,SUM,PER,A,twelve,17,
HRV,SUICIDE,TOT,SUM,PER,A,thirteen,15.3,
HRV,SUICIDE,TOT,SUM,PER,A,fourteen,15.9,
HRV,SUICIDE,TOT,SUM,PER,A,fifteen,16.3,
HRV,SUICIDE,TOT,SUM,PER,A,sixteen,15.1,
HRV,SUICIDE,TOT,SUM,PER,A,seventeen,14,
HRV,SUICIDE,TOT,SUM,PER,A,nineteen,13,https://daattravel.com/resources/croatia/timeline/. The fluctuating rate of suicide rates may be due to these events: 1960 Socio-economic improvements; “repressive but not oppressive” political system. 1989 Communist control weakening like in much of Eastern Europe. Croatia worried by Serbian nationalist leaders including Slobodan Milošević. 1990 Yugoslav inflation (1240% per year) another factor in Croatian separatism. 1999 Last Yugoslav war (in Serbian province of Kosovo) ends after NATO bomb Serbs. Over 2 million refugees & displaced people after widespread ethnic cleansing. 2008 Global financial crisis hits Croatia hard. Public spending slashed,
PER,SUICIDE,TOT,SUM,PER,A,eightyThree,1,
PER,SUICIDE,TOT,SUM,PER,A,eightySix,1.2,
PER,SUICIDE,TOT,SUM,PER,A,eightySeven,1.2,
PER,SUICIDE,TOT,SUM,PER,A,eightyEight,0.7,
PER,SUICIDE,TOT,SUM,PER,A,eightyNine,0.8,
PER,SUICIDE,TOT,SUM,PER,A,ninety,0.7,
PER,SUICIDE,TOT,SUM,PER,A,ninetyOne,0.4,
PER,SUICIDE,TOT,SUM,PER,A,ninetyTwo,1.3,
PER,SUICIDE,TOT,SUM,PER,A,ninetyFour,1.8,
PER,SUICIDE,TOT,SUM,PER,A,ninetyFive,2,
PER,SUICIDE,TOT,SUM,PER,A,ninetySix,2,
PER,SUICIDE,TOT,SUM,PER,A,ninetySeven,1.4,
PER,SUICIDE,TOT,SUM,PER,A,ninetyEight,1.5,
PER,SUICIDE,TOT,SUM,PER,A,ninetyNine,1,
PER,SUICIDE,TOT,SUM,PER,A,zero,1,
PER,SUICIDE,TOT,SUM,PER,A,one,1,
PER,SUICIDE,TOT,SUM,PER,A,two,1,
PER,SUICIDE,TOT,SUM,PER,A,three,1,
PER,SUICIDE,TOT,SUM,PER,A,four,1,
PER,SUICIDE,TOT,SUM,PER,A,five,0.8,
PER,SUICIDE,TOT,SUM,PER,A,six,0.9,
PER,SUICIDE,TOT,SUM,PER,A,seven,1.6,
PER,SUICIDE,TOT,SUM,PER,A,eight,1.5,
PER,SUICIDE,TOT,SUM,PER,A,nine,0.5,
PER,SUICIDE,TOT,SUM,PER,A,ten,1,
